name,Type,a (AU) ,e ,Value ($),Est. Profit ($),Δv (km/s),MOID (AU) ,Group
2018 SP10,?,3.177,0.338,0,0,12.376,1.1963,MBA
2018 SO10,?,2.68,0.279,0,0,9.7,0.969355,MBA
2018 SN10,?,2.661,0.211,0,0,9.292,1.08789,MBA
2018 SM10,?,2.724,0.212,0,0,9.972,1.17298,MBA
2018 SK10,?,3.151,0.076,0,0,10.977,1.92756,MBA
2018 SH10,?,3.19,0.283,0,0,10.397,1.31963,MBA
2018 SG10,?,2.97,0.157,0,0,10.544,1.53715,MBA
2018 SF10,?,3.068,0.229,0,0,10.587,1.37598,MBA
2018 SE10,?,2.581,0.195,0,0,9.443,1.0915,MBA
2018 SD10,?,2.437,0.259,0,0,9.673,0.851917,MBA
2018 SC10,?,2.168,0.235,0,0,8.056,0.663896,MCA
2018 SA10,?,2.325,0.178,0,0,8.599,0.902406,MBA
2018 SZ9,?,2.606,0.27,0,0,10.233,0.899918,MBA
2018 SY9,?,3.084,0.24,0,0,9.749,1.34147,MBA
2018 SW9,?,2.162,0.285,0,0,7.886,0.561073,MCA
2018 SU9,?,3.165,0.302,0,0,11.768,1.35332,MBA
2018 ST9,?,2.663,0.116,0,0,12.536,1.49266,MBA
2018 SS9,?,2.56,0.054,0,0,12.007,1.43579,MBA
2018 SR9,?,3.152,0.039,0,0,11.057,2.03719,MBA
2018 SQ9,?,3.298,0.14,0,0,10.539,1.83574,OMB
2018 SP9,?,2.848,0.191,0,0,9.907,1.30825,MBA
2018 SO9,?,2.741,0.223,0,0,9.562,1.11701,MBA
2018 SN9,?,2.18,0.203,0,0,8.192,0.730795,MBA
2018 SM9,?,2.288,0.233,0,0,8.242,0.740425,MBA
2018 SL9,?,3.908,0.308,0,0,10.611,1.70218,OMB
2018 SK9,?,2.659,0.054,0,0,12.253,1.61516,MBA
2018 SJ9,?,2.57,0.266,0,0,12.958,0.990486,MBA
2018 SH9,?,2.686,0.307,0,0,9.923,0.936157,MBA
2018 SE9,?,3.171,0.306,0,0,10.097,1.23565,MBA
2018 SD9,?,2.673,0.283,0,0,8.956,0.912671,MBA
2018 SC9,?,2.596,0.294,0,0,8.711,0.836797,MBA
2018 SB9,?,1.911,0.021,0,0,11.766,0.897333,IMB
2018 SA9,?,3.07,0.291,0,0,10.342,1.19983,MBA
2018 SW8,?,3.062,0.147,0,0,10.517,1.6168,MBA
2018 SV8,?,2.416,0.31,0,0,8.93,0.705649,MBA
2018 SU8,?,2.73,0.227,0,0,9.459,1.11204,MBA
2018 ST8,?,2.676,0.152,0,0,9.576,1.27239,MBA
2018 SS8,?,2.991,0.204,0,0,10.536,1.42687,MBA
2018 SR8,?,2.617,0.216,0,0,9.969,1.05818,MBA
2018 SQ8,?,2.56,0.347,0,0,8.461,0.668242,MBA
2018 SP8,?,2.655,0.364,0,0,8.635,0.72602,MBA
2018 SO8,?,2.787,0.198,0,0,10.309,1.23479,MBA
2018 SN8,?,2.422,0.104,0,0,9.48,1.18756,MBA
2018 SM8,?,2.66,0.26,0,0,9.876,0.959465,MBA
2018 SL8,?,2.629,0.153,0,0,10.408,1.22905,MBA
2018 SK8,?,3.112,0.185,0,0,12.712,1.65728,MBA
2018 SJ8,?,2.654,0.136,0,0,10.454,1.28804,MBA
2018 SH8,?,3.089,0.152,0,0,11.094,1.62974,MBA
2018 SG8,?,2.643,0.184,0,0,9.36,1.16946,MBA
2018 SF8,?,2.577,0.206,0,0,9.664,1.08002,MBA
2018 SE8,?,2.675,0.225,0,0,10.391,1.14908,MBA
2018 SD8,?,3.15,0.232,0,0,10.16,1.4478,MBA
2018 SB8,?,2.247,0.272,0,0,8.084,0.624807,MCA
2018 SA8,?,2.673,0.161,0,0,9.508,1.22981,MBA
2018 SZ7,?,2.404,0.197,0,0,8.677,0.929368,MBA
2018 SY7,?,2.628,0.284,0,0,9.493,0.895483,MBA
2018 SV7,?,3.178,0.144,0,0,13.131,1.72607,MBA
2018 SR7,?,2.367,0.263,0,0,8.475,0.756266,MBA
2018 SQ7,?,2.588,0.288,0,0,9.514,0.879452,MBA
2018 SO7,?,2.698,0.266,0,0,9.889,0.990002,MBA
2018 SM7,?,2.804,0.25,0,0,10.216,1.15988,MBA
2018 SL7,?,2.301,0.123,0,0,9.085,1.03022,MBA
2018 SK7,?,3.035,0.185,0,0,10.655,1.50339,MBA
2018 SJ7,?,2.639,0.304,0,0,9.429,0.849994,MBA
2018 SH7,?,2.149,0.194,0,0,8.139,0.731268,MBA
2018 SG7,?,2.285,0.208,0,0,8.614,0.805763,MBA
2018 SF7,?,3.192,0.149,0,0,13.18,1.75296,MBA
2018 SE7,?,3.076,0.275,0,0,10.415,1.27138,MBA
2018 SD7,?,1.858,0.085,0,0,10.189,0.694912,IMB
2018 SC7,?,3.026,0.357,0,0,9.369,0.965918,MBA
2018 SB7,?,2.72,0.11,0,0,10.428,1.46505,MBA
2018 SZ6,?,3.016,0.131,0,0,10.512,1.6082,MBA
2018 SY6,?,2.209,0.142,0,0,8.669,0.897503,MBA
2018 SX6,?,1.908,0.067,0,0,10.378,0.794689,IMB
2018 SW6,?,2.426,0.186,0,0,9.898,0.978385,MBA
2018 SV6,?,3.047,0.257,0,0,9.711,1.27073,MBA
2018 SU6,?,2.583,0.384,0,0,8.164,0.604445,MCA
2018 ST6,?,2.465,0.19,0,0,9.269,1.01736,MBA
2018 SR6,?,2.743,0.24,0,0,9.456,1.0947,MBA
2018 SP6,?,2.263,0.118,0,0,8.975,0.98221,MBA
2018 SO6,?,3.135,0.156,0,0,12.957,1.72454,MBA
2018 SN6,?,2.315,0.112,0,0,9.079,1.06986,MBA
2018 SM6,?,2.33,0.228,0,0,8.43,0.785557,MBA
2018 SK6,?,2.325,0.304,0,0,8.086,0.619797,MCA
2018 SH6,?,2.647,0.1,0,0,10.017,1.36865,MBA
2018 SG6,?,1.922,0.09,0,0,10.126,0.766105,IMB
2018 SF6,?,2.691,0.147,0,0,10.438,1.34629,MBA
2018 SD6,?,3.084,0.145,0,0,11.165,1.68832,MBA
2018 SB6,?,3.195,0.186,0,0,11.013,1.63742,MBA
2018 SA6,?,3.252,0.294,0,0,12.315,1.37126,OMB
2018 SX5,?,2.71,0.214,0,0,10.075,1.14651,MBA
2018 SW5,?,2.57,0.253,0,0,9.561,0.963249,MBA
2018 SV5,?,2.806,0.221,0,0,11.905,1.33567,MBA
2018 SU5,?,2.604,0.2,0,0,9.778,1.10906,MBA
2018 ST5,?,2.57,0.163,0,0,10.33,1.16293,MBA
2018 SS5,?,3.209,0.188,0,0,12.767,1.707,OMB
2018 SQ5,?,2.609,0.169,0,0,9.361,1.1571,MBA
2018 SP5,?,2.185,0.219,0,0,8.064,0.690676,MBA
2018 SO5,?,2.355,0.172,0,0,8.821,0.961102,MBA
2018 SN5,?,3.186,0.143,0,0,10.598,1.71984,MBA
2018 SM5,?,2.612,0.318,0,0,9.204,0.801287,MBA
2018 SL5,?,2.727,0.181,0,0,10.09,1.25666,MBA
2018 SK5,?,2.386,0.261,0,0,8.907,0.780703,MBA
2018 SH5,?,3.006,0.396,0,0,9.485,0.849403,MBA
2018 SG5,?,2.722,0.293,0,0,9.337,0.96178,MBA
2018 SD5,?,2.788,0.099,0,0,10.426,1.51464,MBA
2018 SC5,?,2.386,0.136,0,0,9.264,1.05923,MBA
2018 SB5,?,2.896,0.162,0,0,10.045,1.43603,MBA
2018 SZ4,?,2.293,0.26,0,0,8.152,0.691994,MBA
2018 SY4,?,2.189,0.164,0,0,8.357,0.81776,MBA
2018 SX4,?,2.801,0.18,0,0,9.932,1.29349,MBA
2018 SW4,?,2.586,0.122,0,0,9.952,1.29735,MBA
2018 SV4,?,2.719,0.203,0,0,9.623,1.1701,MBA
2018 SU4,?,2.765,0.178,0,0,9.938,1.28757,MBA
2018 ST4,?,3.14,0.305,0,0,11.88,1.30973,MBA
2018 SS4,?,2.693,0.131,0,0,10.208,1.36194,MBA
2018 SR4,?,3.104,0.105,0,0,12.517,1.76393,MBA
2018 SQ4,?,2.651,0.278,0,0,9.382,0.955985,MBA
2018 SP4,?,2.707,0.181,0,0,9.686,1.22781,MBA
2018 SO4,?,3.022,0.242,0,0,9.652,1.28609,MBA
2018 SN4,?,3.139,0.183,0,0,10.504,1.54906,MBA
2018 SM4,?,3.11,0.125,0,0,10.92,1.72679,MBA
2018 SL4,?,2.292,0.148,0,0,8.685,0.943067,MBA
2018 SK4,?,2.603,0.346,0,0,11.562,0.733413,MBA
2018 SJ4,?,2.623,0.259,0,0,9.493,0.941694,MBA
2018 SH4,?,2.787,0.196,0,0,9.896,1.2276,MBA
2018 SG4,?,3.123,0.114,0,0,11.532,1.8046,MBA
2018 SF4,?,2.756,0.319,0,0,8.897,0.881495,MBA
2018 SE4,?,3.006,0.137,0,0,10.371,1.5963,MBA
2018 SD4,?,3.083,0.231,0,0,10.723,1.38872,MBA
2018 SC4,?,3.2,0.07,0,0,11.13,1.98517,MBA
2018 SB4,?,2.759,0.173,0,0,9.85,1.306,MBA
2018 SA4,?,2.625,0.303,0,0,8.731,0.818898,MBA
2018 SY3,?,3.128,0.151,0,0,13.007,1.71721,MBA
2018 SX3,?,2.594,0.304,0,0,11.97,1.02191,MBA
2018 SW3,?,1.936,0.123,0,0,9.781,0.753294,IMB
2018 SV3,?,1.882,0.33,0,0,10.18,0.495507,AMO
2018 SU3,?,1.655,0.731,0,0,9.218,0.018137,APO
2018 ST3,?,3.131,0.534,0,0,9.147,0.561573,MCA
2018 SS3,?,2.521,0.421,0,0,10.858,0.691963,MCA
2018 SR3,?,1.328,0.231,0,0,4.809,0.034662,AMO
2018 SQ3,?,1.567,0.257,0,0,9.769,0.184354,AMO
2018 SP3,?,2.592,0.684,0,0,7.223,0.036782,APO
2018 SO3,?,2.687,0.695,0,0,7.617,0.050572,APO
2018 SN3,?,1.553,0.407,0,0,5.324,0.003248,APO
2018 SM3,?,2.272,0.542,0,0,6.702,0.044236,AMO
2018 SL3,?,1.58,0.524,0,0,6.658,0.019273,APO
2018 SK3,?,2.597,0.704,0,0,12.214,0.047899,APO (PHA)
2018 SJ3,?,1.441,0.278,0,0,4.736,0.036398,AMO
2018 SH3,?,1.609,0.399,0,0,8.138,0.061998,APO
2018 SG3,?,1.195,0.223,0,0,4.948,0.01665,APO
2018 SF3,?,1.012,0.152,0,0,5.452,0.063689,APO
2018 SE3,?,1.177,0.019,0,0,15.889,0.174382,AMO
2018 SD3,?,1.379,0.276,0,0,5.612,0.013141,APO
2018 SC3,?,1.69,0.405,0,0,5.932,0.014771,APO
2018 SB3,?,1.144,0.186,0,0,4.517,0.009194,APO
2018 SA3,?,2.706,0.706,0,0,9.573,0.215884,APO
2018 SZ2,?,2.227,0.498,0,0,6.396,0.118085,AMO
2018 SY2,?,0.774,0.384,0,0,13.557,0.183964,ATE
2018 SX2,?,1.353,0.297,0,0,5.623,0.033689,APO (PHA)
2018 SW2,?,1.989,0.192,0,0,11.389,0.632416,MCA
2018 SV2,?,2.58,0.415,0,0,11.165,0.683067,MCA
2018 SU2,?,2.868,0.439,0,0,9.067,0.647033,MCA
2018 ST2,?,2.575,0.236,0,0,13.958,0.963573,MBA
2018 SS2,?,2.776,0.231,0,0,14.546,1.22455,MBA
2018 SR2,?,2.442,0.571,0,0,6.423,0.063312,AMO
2018 SQ2,?,1.817,0.427,0,0,6.231,0.042305,AMO
2018 SP2,?,0.925,0.206,0,0,11.566,0.002879,ATE
2018 SO2,?,0.836,0.321,0,0,7.899,0.005037,ATE
2018 SN2,?,0.838,0.217,0,0,8.65,0.017361,ATE
2018 SM2,?,2.279,0.598,0,0,6.47,0.013181,APO
2018 SL2,?,2.203,0.397,0,0,7.38,0.347503,MCA
2018 SK2,?,2.561,0.412,0,0,11.882,0.626557,MCA
2018 SJ2,?,1.839,0.085,0,0,10.148,0.705684,IMB
2018 SH2,?,2.607,0.26,0,0,13.055,1.04468,MBA
2018 SG2,?,2.589,0.413,0,0,8.362,0.530498,MCA
2018 SF2,?,1.828,0.625,0,0,7.326,0.008114,APO
2018 SE2,?,1.107,0.199,0,0,8.359,0.012921,APO
2018 SD2,?,0.93,0.111,0,0,5.233,0.001085,ATE
2018 SC2,?,2.65,0.336,0,0,9.379,0.809282,MBA
2018 SB2,?,1.319,0.722,0,0,10.039,0.000587,APO
2018 SA2,?,2.23,0.522,0,0,6.713,0.05923,AMO
2018 SZ1,?,2.308,0.208,0,0,11.258,0.857585,MBA
2018 SY1,?,1.874,0.063,0,0,10.268,0.839332,IMB
2018 SX1,?,2.583,0.385,0,0,11.205,0.809635,MCA
2018 SW1,?,3.106,0.408,0,0,9.954,0.922715,MBA
2018 SV1,?,1.854,0.082,0,0,10.175,0.707545,IMB
2018 SU1,?,1.899,0.06,0,0,10.285,0.806077,IMB
2018 ST1,?,2.436,0.629,0,0,6.75,0.008012,APO
2018 SS1,?,1.515,0.332,0,0,8.534,0.015885,APO
2018 SR1,?,2.493,0.58,0,0,8.884,0.042819,AMO
2018 SQ1,?,2.088,0.667,0,0,7.605,0.000828,APO
2018 SP1,?,1.762,0.598,0,0,7.146,0.001853,APO
2018 SO1,?,1.716,0.176,0,0,12.193,0.419524,MCA
2018 SN1,?,2.659,0.392,0,0,8.322,0.640714,MCA
2018 SM1,?,1.621,0.381,0,0,5.067,0.006444,APO
2018 SL1,?,1.216,0.161,0,0,6.737,0.020685,AMO
2018 SK1,?,1.599,0.292,0,0,7.893,0.151127,AMO
2018 SJ1,?,1.236,0.256,0,0,9.799,0.004246,APO
2018 SH1,?,2.409,0.328,0,0,8.632,0.657143,MCA
2018 SG1,?,2.348,0.334,0,0,8.356,0.60897,MCA
2018 SF1,?,2.403,0.396,0,0,8.342,0.512037,MCA
2018 SE1,?,2.659,0.403,0,0,8.491,0.600836,MCA
2018 SD1,?,1.097,0.433,0,0,9.193,0.020865,APO
2018 SC1,?,2.295,0.558,0,0,6.395,0.009924,APO
2018 SB1,?,1.536,0.321,0,0,5.145,0.069315,AMO
2018 SA1,?,2.965,0.595,0,0,11.209,0.192124,AMO
2018 SZ,?,1.424,0.222,0,0,7.468,0.136822,AMO
2018 SY,?,3.089,0.379,0,0,10.164,0.968908,MBA
2018 SX,?,3.056,0.515,0,0,9.2,0.551468,MCA
2018 SW,?,2.541,0.309,0,0,9.21,0.817149,MBA
2018 SV,?,2.399,0.322,0,0,10.12,0.71377,MCA
2018 SN,?,1.684,0.31,0,0,6.972,0.199661,AMO
2018 SM,?,1.786,0.468,0,0,6.119,0.00002,APO
2018 SL,?,1.531,0.281,0,0,14.333,0.134661,AMO
2018 SK,?,1.397,0.321,0,0,5.55,0.023614,APO
2018 SJ,?,3.318,0.336,0,0,13.966,1.22457,OMB
2018 SH,?,2.735,0.507,0,0,8.879,0.410941,MCA
2018 SG,?,2.495,0.408,0,0,8.362,0.527688,MCA
2018 SF,?,3.118,0.366,0,0,10.513,1.08687,MBA
2018 SE,?,2.582,0.377,0,0,11.722,0.799392,MCA
2018 SD,?,1.93,0.303,0,0,6.757,0.34072,MCA
2018 SC,?,1.256,0.454,0,0,7.256,0.00178,APO
2018 SB,?,1.486,0.316,0,0,14.636,0.049482,AMO
2018 SA,?,1.794,0.076,0,0,11.125,0.675417,MCA
2018 RG38,?,2.421,0.246,0,0,8.788,0.840264,MBA
2018 RF38,?,3.205,0.302,0,0,11.879,1.37373,OMB
2018 RE38,?,2.668,0.156,0,0,10.259,1.26992,MBA
2018 RD38,?,2.591,0.28,0,0,10.018,0.858077,MBA
2018 RB38,?,2.981,0.196,0,0,10.097,1.40699,MBA
2018 RZ37,?,2.26,0.23,0,0,8.4,0.731368,MBA
2018 RY37,?,2.774,0.235,0,0,9.799,1.13009,MBA
2018 RX37,?,2.322,0.269,0,0,8.493,0.688526,MBA
2018 RU37,?,3.16,0.202,0,0,11.654,1.53467,MBA
2018 RT37,?,3.122,0.139,0,0,11.342,1.68692,MBA
2018 RS37,?,2.316,0.131,0,0,9.112,1.02894,MBA
2018 RR37,?,2.193,0.214,0,0,8.209,0.715278,MBA
2018 RQ37,?,2.147,0.171,0,0,8.54,0.777421,MBA
2018 RP37,?,2.701,0.183,0,0,9.586,1.22825,MBA
2018 RN37,?,3.13,0.084,0,0,11.561,1.89942,MBA
2018 RM37,?,2.718,0.341,0,0,8.809,0.802333,MBA
2018 RL37,?,2.727,0.145,0,0,10.457,1.35076,MBA
2018 RK37,?,2.273,0.215,0,0,8.661,0.802095,MBA
2018 RJ37,?,1.871,0.085,0,0,9.992,0.737157,IMB
2018 RH37,?,2.321,0.201,0,0,11.434,0.876148,MBA
2018 RF37,?,2.546,0.135,0,0,10.517,1.18882,MBA
2018 RE37,?,2.13,0.311,0,0,10.066,0.632592,MCA
2018 RD37,?,2.163,0.264,0,0,7.97,0.591565,MCA
2018 RC37,?,3.129,0.268,0,0,10.129,1.32808,MBA
2018 RB37,?,2.349,0.256,0,0,8.325,0.744711,MBA
2018 RA37,?,3.101,0.165,0,0,11.31,1.58236,MBA
2018 RZ36,?,2.324,0.235,0,0,8.749,0.792464,MBA
2018 RY36,?,2.754,0.199,0,0,10.206,1.20931,MBA
2018 RX36,?,3.08,0.205,0,0,10.18,1.45431,MBA
2018 RW36,?,2.674,0.263,0,0,9.41,0.977862,MBA
2018 RV36,?,2.398,0.325,0,0,8.057,0.607604,MCA
2018 RU36,?,2.731,0.218,0,0,9.508,1.15553,MBA
2018 RT36,?,2.313,0.148,0,0,8.995,0.972344,MBA
2018 RS36,?,2.286,0.232,0,0,8.595,0.748012,MBA
2018 RR36,?,3.057,0.188,0,0,11.302,1.49561,MBA
2018 RQ36,?,2.262,0.23,0,0,11.504,0.785573,MBA
2018 RP36,?,2.207,0.16,0,0,8.696,0.853412,MBA
2018 RO36,?,2.722,0.163,0,0,10.211,1.28524,MBA
2018 RM36,?,2.77,0.225,0,0,9.562,1.14243,MBA
2018 RL36,?,2.288,0.231,0,0,8.245,0.751329,MBA
2018 RK36,?,2.296,0.249,0,0,8.234,0.71966,MBA
2018 RJ36,?,3.18,0.145,0,0,13.315,1.71795,MBA
2018 RH36,?,2.568,0.181,0,0,10.19,1.10519,MBA
2018 RF36,?,2.639,0.275,0,0,9.621,0.921613,MBA
2018 RE36,?,1.778,0.076,0,0,10.161,0.650331,MCA
2018 RD36,?,2.604,0.33,0,0,8.435,0.738631,MBA
2018 RB36,?,2.98,0.246,0,0,10.524,1.24154,MBA
2018 RA36,?,2.682,0.27,0,0,9.634,0.964086,MBA
2018 RY35,?,1.896,0.134,0,0,9.526,0.754929,MCA
2018 RX35,?,2.423,0.144,0,0,9.261,1.07769,MBA
2018 RV35,?,2.839,0.145,0,0,10.876,1.42591,MBA
2018 RU35,?,3.136,0.256,0,0,10.034,1.33821,MBA
2018 RT35,?,3.152,0.228,0,0,10.205,1.42008,MBA
2018 RS35,?,2.285,0.241,0,0,8.279,0.747101,MBA
2018 RR35,?,2.714,0.117,0,0,9.773,1.39085,MBA
2018 RQ35,?,2.604,0.282,0,0,8.771,0.854417,MBA
2018 RP35,?,3.103,0.278,0,0,10.217,1.23303,MBA
2018 RO35,?,2.949,0.048,0,0,10.993,1.79423,MBA
2018 RN35,?,2.785,0.295,0,0,9.326,0.971994,MBA
2018 RM35,?,3.179,0.228,0,0,12.944,1.46256,MBA
2018 RL35,?,3.14,0.193,0,0,11.107,1.52891,MBA
2018 RK35,?,2.651,0.129,0,0,13.344,1.4077,MBA
2018 RJ35,?,2.244,0.198,0,0,10.948,0.89114,MBA
2018 RH35,?,2.458,0.208,0,0,9.663,0.977066,MBA
2018 RG35,?,2.281,0.23,0,0,8.657,0.743192,MBA
2018 RF35,?,1.866,0.015,0,0,10.466,,IMB
2018 RE35,?,2.604,0.235,0,0,13.616,1.02806,MBA
2018 RD35,?,1.961,0.085,0,0,10.172,0.881539,IMB
2018 RC35,?,3.124,0.242,0,0,12.237,1.51664,MBA
2018 RB35,?,3.126,0.229,0,0,12.241,1.55569,MBA
2018 RZ34,?,3.165,0.286,0,0,10.481,1.28153,MBA
2018 RY34,?,2.353,0.263,0,0,8.381,0.722322,MBA
2018 RW34,?,2.205,0.231,0,0,8.147,0.694105,MBA
2018 RV34,?,3.178,0.275,0,0,10.539,1.30962,MBA
2018 RU34,?,3.111,0.054,0,0,11.529,1.93221,MBA
2018 RS34,?,2.265,0.129,0,0,8.913,0.969,MBA
2018 RR34,?,2.674,0.254,0,0,9.65,1.00623,MBA
2018 RP34,?,3.478,0.142,0,0,11.126,1.98569,OMB
2018 RN34,?,2.773,0.289,0,0,9.508,0.966798,MBA
2018 RL34,?,2.283,0.289,0,0,8.3,0.638376,MCA
2018 RK34,?,2.609,0.277,0,0,9.567,0.953023,MBA
2018 RJ34,?,2.716,0.259,0,0,9.367,1.03087,MBA
2018 RH34,?,2.334,0.243,0,0,8.881,0.753646,MBA
2018 RG34,?,2.296,0.233,0,0,8.286,0.745247,MBA
2018 RF34,?,2.763,0.197,0,0,10.816,1.20906,MBA
2018 RE34,?,2.367,0.21,0,0,8.517,0.863688,MBA
2018 RD34,?,2.601,0.179,0,0,10.049,1.13614,MBA
2018 RC34,?,2.701,0.14,0,0,9.68,1.32604,MBA
2018 RB34,?,1.853,0.058,0,0,10.394,0.754109,IMB
2018 RA34,?,2.746,0.163,0,0,9.572,1.28246,MBA
2018 RZ33,?,2.364,0.143,0,0,9.339,1.02928,MBA
2018 RY33,?,2.451,0.218,0,0,8.674,0.912938,MBA
2018 RX33,?,3.144,0.1,0,0,10.814,1.81763,MBA
2018 RW33,?,2.726,0.036,0,0,10.238,1.62669,MBA
2018 RU33,?,3.087,0.222,0,0,10.665,1.43784,MBA
2018 RS33,?,2.309,0.213,0,0,8.414,0.822301,MBA
2018 RR33,?,2.335,0.282,0,0,8.108,0.672051,MBA
2018 RQ33,?,2.976,0.236,0,0,9.548,1.27383,MBA
2018 RP33,?,2.387,0.34,0,0,8.425,0.566866,MCA
2018 RO33,?,3.077,0.086,0,0,10.726,1.81502,MBA
2018 RN33,?,2.317,0.175,0,0,8.668,0.927487,MBA
2018 RM33,?,2.699,0.137,0,0,9.708,1.32713,MBA
2018 RJ33,?,2.176,0.261,0,0,7.961,0.605232,MCA
2018 RH33,?,3.119,0.263,0,0,10.145,1.32577,MBA
2018 RG33,?,2.747,0.218,0,0,10.08,1.18293,MBA
2018 RF33,?,2.774,0.203,0,0,9.747,1.22984,MBA
2018 RE33,?,2.65,0.398,0,0,8.487,0.603672,MCA
2018 RD33,?,3.067,0.229,0,0,10.036,1.39171,MBA
2018 RC33,?,2.574,0.172,0,0,10.05,1.13006,MBA
2018 RB33,?,3.946,0.352,0,0,10.371,1.5657,OMB
2018 RA33,?,2.291,0.224,0,0,8.271,0.764885,MBA
2018 RZ32,?,2.202,0.221,0,0,8.145,0.717873,MBA
2018 RX32,?,2.339,0.138,0,0,9.06,1.0186,MBA
2018 RW32,?,2.37,0.148,0,0,9.022,1.00548,MBA
2018 RV32,?,3.958,0.355,0,0,10.424,1.55866,OMB
2018 RU32,?,2.386,0.116,0,0,9.215,1.10111,MBA
2018 RT32,?,3.096,0.144,0,0,10.781,1.6361,MBA
2018 RS32,?,2.903,0.281,0,0,9.453,1.11144,MBA
2018 RR32,?,2.283,0.169,0,0,8.606,0.903528,MBA
2018 RQ32,?,2.68,0.267,0,0,9.461,0.987638,MBA
2018 RP32,?,2.569,0.155,0,0,9.528,1.15982,MBA
2018 RO32,?,2.6,0.117,0,0,10.532,1.29704,MBA
2018 RN32,?,1.99,0.088,0,0,10.909,0.822512,IMB
2018 RM32,?,3.166,0.158,0,0,11.099,1.69373,MBA
2018 RL32,?,3.139,0.46,0,0,10.64,0.795076,MBA
2018 RK32,?,3.14,0.153,0,0,10.564,1.6826,MBA
2018 RJ32,?,2.268,0.296,0,0,8.096,0.592473,MCA
2018 RH32,?,2.618,0.307,0,0,12.148,1.00813,MBA
2018 RF32,?,2.338,0.247,0,0,8.659,0.777171,MBA
2018 RE32,?,2.225,0.172,0,0,8.555,0.853662,MBA
2018 RC32,?,3.096,0.307,0,0,9.597,1.14482,MBA
2018 RB32,?,2.537,0.195,0,0,9.904,1.05668,MBA
2018 RA32,?,2.375,0.254,0,0,8.435,0.779424,MBA
2018 RY31,?,2.567,0.19,0,0,10.143,1.13409,MBA
2018 RW31,?,2.701,0.099,0,0,10.005,1.44387,MBA
2018 RU31,?,2.699,0.275,0,0,9.437,0.970114,MBA
2018 RT31,?,2.597,0.203,0,0,9.517,1.08419,MBA
2018 RR31,?,2.382,0.113,0,0,9.389,1.10054,MBA
2018 RQ31,?,3.105,0.254,0,0,10.573,1.35112,MBA
2018 RP31,?,2.582,0.183,0,0,9.914,1.14898,MBA
2018 RO31,?,2.364,0.243,0,0,9.229,0.796974,MBA
2018 RN31,?,2.685,0.26,0,0,9.899,0.989201,MBA
2018 RM31,?,2.643,0.292,0,0,9.497,0.873371,MBA
2018 RL31,?,2.643,0.305,0,0,9.342,0.847591,MBA
2018 RK31,?,2.593,0.222,0,0,9.842,1.02069,MBA
2018 RJ31,?,2.54,0.104,0,0,9.917,1.27307,MBA
2018 RG31,?,2.602,0.238,0,0,12.041,0.982376,MBA
2018 RF31,?,2.309,0.167,0,0,8.636,0.921923,MBA
2018 RE31,?,2.586,0.189,0,0,9.913,1.10045,MBA
2018 RD31,?,2.641,0.186,0,0,9.917,1.1917,MBA
2018 RC31,?,2.695,0.241,0,0,9.856,1.0301,MBA
2018 RB31,?,2.596,0.294,0,0,9.156,0.865467,MBA
2018 RA31,?,1.941,0.155,0,0,10.644,0.670461,MCA
2018 RW30,?,2.216,0.236,0,0,8.084,0.699256,MBA
2018 RV30,?,2.353,0.266,0,0,8.354,0.71039,MBA
2018 RU30,?,2.337,0.166,0,0,8.816,0.94457,MBA
2018 RT30,?,2.211,0.252,0,0,8.078,0.647545,MCA
2018 RS30,?,2.603,0.269,0,0,9.592,0.908025,MBA
2018 RQ30,?,3.093,0.069,0,0,11.549,1.89243,MBA
2018 RP30,?,2.286,0.242,0,0,8.161,0.728243,MBA
2018 RO30,?,2.403,0.238,0,0,8.588,0.818611,MBA
2018 RN30,?,3.033,0.235,0,0,10.538,1.31892,MBA
2018 RL30,?,2.375,0.207,0,0,8.81,0.882752,MBA
2018 RK30,?,2.364,0.25,0,0,8.763,0.802101,MBA
2018 RJ30,?,2.34,0.135,0,0,9.14,1.03741,MBA
2018 RH30,?,2.888,0.157,0,0,10.455,1.45992,MBA
2018 RG30,?,3.045,0.097,0,0,11.589,1.74188,MBA
2018 RF30,?,3.949,0.313,0,0,10.622,1.71582,OMB
2018 RE30,?,2.679,0.377,0,0,9.187,0.7209,MBA
2018 RD30,?,2.62,0.243,0,0,13.575,0.992613,MBA
2018 RC30,?,2.527,0.14,0,0,10.49,1.17897,MBA
2018 RA30,?,3.177,0.212,0,0,10.936,1.55462,MBA
2018 RY29,?,3.168,0.077,0,0,11.069,1.94005,MBA
2018 RW29,?,2.195,0.248,0,0,7.952,,MCA
2018 RV29,?,3.091,0.19,0,0,11.281,1.5137,MBA
2018 RU29,?,3.108,0.339,0,0,10.049,1.05596,MBA
2018 RT29,?,1.903,0.081,0,0,10.233,0.779909,IMB
2018 RS29,?,3.134,0.147,0,0,10.441,1.68218,MBA
2018 RR29,?,2.798,0.239,0,0,9.584,1.14402,MBA
2018 RQ29,?,2.222,0.208,0,0,8.295,0.757492,MBA
2018 RP29,?,2.619,0.278,0,0,12.378,1.058,MBA
2018 RO29,?,2.302,0.247,0,0,8.265,0.736654,MBA
2018 RN29,?,2.558,0.276,0,0,8.656,0.836386,MBA
2018 RM29,?,2.756,0.285,0,0,9.305,0.982053,MBA
2018 RL29,?,2.301,0.164,0,0,8.752,0.90598,MBA
